yyyy,mm,tmax,tmin,af,rain,sun,eastbourne
degc,degc,days,mm,hours,eastbourne
1998,11,10.0,5.1,1,47.6,113.3,eastbourne
1998,12,9.5,4.9,5,95.7,48.3,eastbourne
1999,1,9.5,5.3,2,82.6,83.4,eastbourne
1999,2,8.2,3.6,5,43.8,105.0,eastbourne
1999,3,10.9,5.3,0,39.0,144.5,eastbourne
1999,4,12.9,7.4,0,49.8,185.7,eastbourne
1999,5,16.6,10.9,0,25.2,238.5,eastbourne
1999,6,18.3,12.2,0,66.8,258.6,eastbourne
1999,7,22.1,15.4,0,12.4,297.7,eastbourne
1999,8,20.8,14.7,0,84.2,227.8,eastbourne
1999,9,19.8,14.6,0,134.7,162.9,eastbourne
1999,10,15.3,9.6,0,77.7,152.8,eastbourne
1999,11,11.3,6.9,0,31.0,99.7,eastbourne
1999,12,9.2,4.3,3,172.6,83.2,eastbourne
2000,1,8.3,3.1,7,27.0,94.4,eastbourne
2000,2,9.7,5.0,0,67.1,107.9,eastbourne
2000,3,11.0,4.9,0,24.3,138.3,eastbourne
2000,4,12.0,5.2,0,92.6,173.5,eastbourne
2000,5,16.3,9.6,0,95.2,228.3,eastbourne
2000,6,18.2,12.0,0,13.6,196.6,eastbourne
2000,7,19.4,12.8,0,50.0,193.3,eastbourne
2000,8,21.2,14.3,0,21.7,249.8,eastbourne
2000,9,19.3,13.5,0,120.8,142.5,eastbourne
2000,10,15.2,9.4,0,261.1,98.8,eastbourne
2000,11,11.4,6.4,0,198.2,77.7,eastbourne
2000,12,9.5,5.7,4,90.7,44.8,eastbourne
2001,1,7.6,2.9,6,127.8,97.9,eastbourne
2001,2,8.8,3.1,4,97.3,87.0,eastbourne
2001,3,9.2,4.3,3,144.5,72.3,eastbourne
2001,4,12.0,6.1,0,79.0,163.4,eastbourne
2001,5,16.7,9.7,0,39.5,246.3,eastbourne
2001,6,18.4,12.1,0,9.9,289.1,eastbourne
2001,7,21.2,14.8,0,72.6,279.5,eastbourne
2001,8,21.1,15.2,0,63.8,225.6,eastbourne
2001,9,18.2,11.6,0,70.8,161.8,eastbourne
2001,10,17.4,12.9,0,129.8,124.3,eastbourne
2001,11,11.9,5.6,0,58.7,111.5,eastbourne
2001,12,8.0,2.8,6,31.8,94.1,eastbourne
2002,1,9.3,5.0,2,88.3,60.7,eastbourne
2002,2,10.9,5.8,0,109.4,100.9,eastbourne
2002,3,11.5,6.0,0,40.6,144.3,eastbourne
2002,4,13.6,6.8,0,23.2,222.6,eastbourne
2002,5,15.6,10.2,0,77.3,239.4,eastbourne
2002,6,17.9,12.5,0,66.0,220.9,eastbourne
2002,7,20.1,14.3,0,106.3,233.7,eastbourne
2002,8,21.6,15.1,0,33.7,224.8,eastbourne
2002,9,19.7,12.7,0,70.6,205.5,eastbourne
2002,10,15.5,9.3,0,65.0,106.4,eastbourne
2002,11,13.2,9.0,0,165.9,77.0,eastbourne
2002,12,9.5,6.2,0,171.7,32.2,eastbourne
2003,1,8.0,3.4,10,67.4,106.1,eastbourne
2003,2,7.4,2.6,5,29.4,103.1,eastbourne
2003,3,11.3,5.7,0,30.4,164.2,eastbourne
2003,4,13.4,6.7,0,27.2,208.0,eastbourne
2003,5,15.9,10.2,0,50.2,234.8,eastbourne
2003,6,19.8,13.8,0,41.6,256.0,eastbourne
2003,7,21.2,15.6,0,59.6,286.9,eastbourne
2003,8,22.9,16.0,0,28.5,276.2,eastbourne
2003,9,19.9,11.6,0,15.8,237.3,eastbourne
2003,10,14.4,8.0,0,60.7,148.4,eastbourne
2003,11,12.7,7.9,0,141.1,76.8,eastbourne
2003,12,9.5,4.9,2,86.4,63.7,eastbourne
2004,1,9.0,4.8,4,105.8,72.2,eastbourne
2004,2,8.8,4.2,5,22.7,88.0,eastbourne
2004,3,10.1,4.7,2,28.6,130.2,eastbourne
2004,4,13.1,6.8,0,70.4,198.8,eastbourne
2004,5,16.1,9.8,0,40.4,254.4,eastbourne
2004,6,19.7,13.1,0,26.1,268.8,eastbourne
2004,7,19.8,14.3,0,37.2,235.3,eastbourne
2004,8,21.4,16.0,0,89.0,230.2,eastbourne
2004,9,19.6,13.1,0,33.2,184.0,eastbourne
2004,10,15.6,10.3,0,123.1,125.9,eastbourne
2004,11,11.5,7.3,0,31.2,68.5,eastbourne
2004,12,9.4,4.0,4,74.9,60.0,eastbourne
2005,1,9.4,5.5,0,30.9,88.5,eastbourne
2005,2,7.3,3.1,5,25.7,96.2,eastbourne
2005,3,9.7,4.4,4,63.1,103.5,eastbourne
2005,4,12.7,6.9,0,49.1,181.0,eastbourne
2005,5,16.1,9.0,0,29.4,241.3,eastbourne
2005,6,19.8,13.0,0,27.3,270.9,eastbourne
2005,7,21.0,15.1,0,63.2,236.1,eastbourne
2005,8,21.4,14.2,0,42.8,284.8,eastbourne
2005,9,20.1,13.5,0,46.1,181.9,eastbourne
2005,10,17.5,12.7,0,98.0,129.8,eastbourne
2005,11,10.9,5.7,1,42.2,111.7,eastbourne
2005,12,8.6,3.3,4,95.8,97.6,eastbourne
2006,1,7.5,3.9,4,27.0,48.8,eastbourne
2006,2,7.0,3.3,0,82.4,63.8,eastbourne
2006,3,8.4,3.5,4,46.0,121.0,eastbourne
2006,4,12.4,6.8,0,29.0,180.5,eastbourne
2006,5,15.6,10.1,0,64.3,200.6,eastbourne
2006,6,19.6,12.8,0,17.4,321.3,eastbourne
2006,7,23.9,17.0,0,24.4,335.3,eastbourne
2006,8,20.9,14.8,0,118.2,213.6,eastbourne
2006,9,21.0,15.7,0,60.0,189.2,eastbourne
2006,10,17.6,12.7,0,109.2,99.7,eastbourne
2006,11,13.9,7.2,0,51.0,106.4,eastbourne
2006,12,10.4,5.9,0,109.3,47.3,eastbourne
2007,1,10.3,6.3,3,74.2,72.3,eastbourne
2007,2,10.2,5.4,0,111.1,77.1,eastbourne
2007,3,11.7,5.2,1,47.2,177.0,eastbourne
2007,4,17.1,8.5,0,1.6,273.8,eastbourne
2007,5,16.6,10.6,0,98.5,189.2,eastbourne
2007,6,19.5,13.1,0,68.9,198.8,eastbourne
2007,7,19.8,13.9,0,98.4,253.9,eastbourne
2007,8,20.8,13.8,0,27.6,231.0,eastbourne
2007,9,19.2,11.8,0,17.7,179.2,eastbourne
2007,10,15.9,8.7,0,45.9,114.4,eastbourne
2007,11,12.1,6.0,2,68.4,91.6,eastbourne
2007,12,9.7,4.3,9,70.4,73.7,eastbourne
2008,1,10.4,6.1,0,91.9,52.3,eastbourne
2008,2,10.3,3.0,4,11.6,143.9,eastbourne
2008,3,10.5,4.7,1,75.5,111.1,eastbourne
2008,4,13.6,6.2,2,47.1,191.8,eastbourne
2008,5,18.9,11.3,0,90.4,244.0,eastbourne
2008,6,19.4,12.9,0,21.7,251.8,eastbourne
2008,7,20.9,14.5,0,40.3,237.2,eastbourne
2008,8,20.0,15.4,0,81.4,154.2,eastbourne
2008,9,18.3,12.0,0,65.6,162.0,eastbourne
2008,10,15.0,8.2,0,69.7,145.7,eastbourne
2008,11,11.8,6.8,0,130.1,45.7,eastbourne
2008,12,7.9,2.8,7,30.1,91.3,eastbourne
2009,1,6.7,1.7,10,95.3,68.1,eastbourne
2009,2,8.7,3.2,4,63.9,74.1,eastbourne
2009,3,11.4,4.1,0,36.7,200.4,eastbourne
2009,4,14.4,7.9,0,36.5,202.1,eastbourne
2009,5,17.1,10.1,0,43.5,245.6,eastbourne
2009,6,19.8,12.4,0,37.8,268.9,eastbourne
2009,7,20.6,14.8,0,62.1,275.8,eastbourne
2009,8,21.9,15.0,0,22.0,228.8,eastbourne
2009,9,19.9,13.2,0,19.6,179.8,eastbourne
2009,10,16.2,10.9,0,91.2,117.3,eastbourne
2009,11,13.3,9.2,0,235.2,69.7,eastbourne
2009,12,8.5,2.7,9,118.6,85.3,eastbourne
2010,1,5.3,0.8,12,73.3,72.2,eastbourne
2010,2,7.1,1.8,12,119.0,79.8,eastbourne
2010,3,9.8,4.1,3,58.0,131.8,eastbourne
2010,4,13.7,5.8,0,27.1,266.1,eastbourne
2010,5,15.0,7.5,0,24.5,237.3,eastbourne
2010,6,20.2,12.5,0,46.4,301.5,eastbourne
2010,7,22.0,15.4,0,23.8,253.9,eastbourne
2010,8,20.6,14.2,0,89.0,179.2,eastbourne
2010,9,18.7,11.5,0,34.1,149.9,eastbourne
2010,10,15.5,9.3,0,79.3,109.6,eastbourne
2010,11,10.1,5.0,5,80.6,73.8,eastbourne
2010,12,4.8,-0.5,16,61.5,52.9,eastbourne
2011,1,7.8,3.6,2,86.3,69.5,eastbourne
2011,2,9.3,5.1,0,58.2,45.4,eastbourne
2011,3,10.6,3.9,1,22.0,148.1,eastbourne
2011,4,17.3,9.1,0,10.5,274.9,eastbourne
2011,5,16.7,10.4,0,10.5,267.7,eastbourne
2011,6,19.0,12.1,0,38.2,237.8,eastbourne
2011,7,20.1,13.4,0,45.5,255.8,eastbourne
2011,8,20.2,14.9,0,79.2,201.9,eastbourne
2011,9,19.7,13.2,0,31.9,182.5,eastbourne
2011,10,16.8,10.7,0,16.2,146.4,eastbourne
2011,11,13.9,9.8,0,37.2,63.4,eastbourne
2011,12,10.7,5.0,1,193.6,65.6,eastbourne
2012,1,9.8,5.0,0,45.6,89.8,eastbourne
2012,2,7.3,1.4,13,21.8,109.2*,eastbourne
2012,3,12.6,5.5,0,32.9,180.6,eastbourne
2012,4,12.3,5.3,0,85.0,209.6,eastbourne
2012,5,16.8,10.0,0,37.5,227.1,eastbourne
2012,6,17.7,12.3,0,88.8,193.1,eastbourne
2012,7,19.8,13.7,0,81.4,229.1,eastbourne
2012,8,21.4,15.2,0,44.7,227.3,eastbourne
2012,9,18.8,11.2,0,93.7,195.4,eastbourne
2012,10,14.8,9.2,0,150.2,92.6,eastbourne
2012,11,11.4,6.2,0,92.0,95.0,eastbourne
2012,12,9.6,4.3,5,178.7,79.1,eastbourne
2013,1,7.3,3.1,9,76.4,49.1,eastbourne
2013,2,6.4,2.3,2,31.6,75.6,eastbourne
2013,3,6.8,2.5,5,55.8,64.1,eastbourne
2013,4,11.3,4.9,2,57.4*,159.1,eastbourne
2013,5,15.1,7.8*,0*,54.4,199.0,eastbourne
2013,6,18.1,11.7,0,13.8,204.3,eastbourne
2013,7,22.5,14.9,0,35.3,258.2,eastbourne
2013,8,22.0,14.9,0,32.9,269.6,eastbourne
2013,9,19.0,11.9,0,48.0,143.3,eastbourne
2013,10,16.7,11.0,0,170.8,101.9,eastbourne
2013,11,11.1,5.6,0,116.3,80.9,eastbourne
2013,12,10.8,4.8,0,145.0,58.6,eastbourne
2014,1,10.4,5.0,0,162.8,61.6,eastbourne
2014,2,10.5,5.2,0,123.7,102.8,eastbourne
2014,3,12.5,4.7,0,47.8,188.9,eastbourne
2014,4,14.7,7.1,0,44.4,196.4,eastbourne
2014,5,15.4*,9.8*,0*,59.6*,236.3*,eastbourne
2014,6,20.2,12.5,0,10.3*,214.4,eastbourne
2014,7,22.3,15.2,0,63.3*,235.9,eastbourne
2014,8,20.5,13.7,0,100.3,237.1,eastbourne
2014,9,20.6,13.1,0,9.8,185.4,eastbourne
2014,10,17.6,11.2,0,155.1,119.6,eastbourne
2014,11,13.1*,8.9*,0*,157.3*,56.1*,eastbourne
2014,12,9.5*,3.9*,3*,58.1*,73.3*,eastbourne
2015,1,9.1,3.5,6,128.7,70.3,eastbourne
2015,2,8.6,2.2,5,65.3,97.5,eastbourne
2015,3,10.8,5.1,0,25.4,142.0,eastbourne
2015,4,14.4,6.0,0,8.0,243.0,eastbourne
2015,5,15.3,9.3,0,71.0,206.4,eastbourne
2015,6,19.6,11.5,0,20.5,230.1,eastbourne
2015,7,20.5,14.2,0,62.3,212.6,eastbourne
2015,8,21.0,14.7,0,147.6,181.2,eastbourne
2015,9,18.2,10.3,0,102.6,196.1,eastbourne
2015,10,15.5,9.4,0,38.1,117.2,eastbourne
2015,11,13.8,9.1,1,101.8,33.9,eastbourne
2015,12,13.5,9.9,0,85.6,27.1,eastbourne
2016,1,9.9,4.5,3,167.8,68.0,eastbourne
2016,2,9.8,3.9,3,53.7,75.2,eastbourne
2016,3,10.6,3.9,1,45.1,144.8,eastbourne
2016,4,12.7,5.8,0,26.1,192.8,eastbourne
2016,5,17.0,10.0,0,44.2,224.2,eastbourne
2016,6,19.1,12.9,0,75.2,144.7,eastbourne
2016,7,21.2,14.9,0,5.0,248.8*,eastbourne
2016,8,21.9,14.7,0,21.8,235.6,eastbourne
2016,9,21.3,14.2,0,21.6,139.4,eastbourne
2016,10,16.2,9.1,0,32.7,116.8,eastbourne
2016,11,11.9,4.9,1,69.5,69.7,eastbourne
2016,12,10.9,5.1,1,12.3,60.7,eastbourne
2017,1,8.0,1.1,11,102.3,78.6,eastbourne
2017,2,9.6,4.8,0,33.8,51.7,eastbourne
2017,3,13.0,6.6,0,19.0,125.5,eastbourne
2017,4,14.5,5.7,0,8.6,217.5,eastbourne
2017,5,17.4,10.2,0,51.4,180.5,eastbourne
2017,6,20.6,13.4,0,34.1,241.2,eastbourne
2017,7,21.9,15.3,0,77.5,173.6,eastbourne
2017,8,21.4,13.5,0,58.7,208.3,eastbourne
2017,9,18.9,11.4,0,74.2,64.9,eastbourne
2017,10,16.3*,10.2,0,25.4,83.0,eastbourne
2017,11,11.4*,5.7,1,35.1,72.2,eastbourne
2017,12,9.0*,3.4*,7*,122.0,51.2*,eastbourne
2018,1,9.5,5.0*,0*,83.9*,54.0*,eastbourne
2018,2,6.5*,1.0*,8*,49.0*,144.6*,eastbourne
2018,3,8.4*,3.7*,4*,80.5*,94.9*,eastbourne
2018,4,13.7*,8.1*,0*,68.9*,170.8*,eastbourne
2018,5,18.4*,10.0*,0*,34.8,288.9*,eastbourne
2018,6,20.4,13.0,0,0.2,276.6*,eastbourne
2018,7,24.8,16.5,0,27.3*,329.6*,eastbourne
2018,8,22.4,14.6*,0*,87.1*,210.5*,eastbourne
2018,9,19.4,12.2,0,37.2*,192.4*,eastbourne
2018,10,16.7,9.4*,0*,33.3,163.0*,eastbourne
2018,11,12.1,8.0,0,113.1,67.4*,eastbourne
2018,12,10.7*,6.2*,0*,115.6,50.2*,eastbourne
2019,1,7.8,2.1,6,25.1,75.7*,eastbourne
2019,2,10.6,4.8,2,58.0,143.1,eastbourne
2019,3,12.2,6.7,0,50.0,133.7*,eastbourne
2019,4,14.1,6.9,0,15.0,183.4*,eastbourne
2019,5,16.4,8.9,0,23.0,232.8*,eastbourne
2019,6,18.9,12.9,0,97.4,255.5*,eastbourne
2019,7,22.2,15.0,0,63.6,275.9*,eastbourne
2019,8,22.2,15.4,0,41.4,250.3*,eastbourne
2019,9,20.3,13.3,0,77.5,162.7*,eastbourne
2019,10,15.4*,10.5*,0*,112.0,83.6*,eastbourne
2019,11,10.9*,6.2*,0*,165.0,59.9*,eastbourne
2019,12,10.3,5.0,3,125.6,67.7*,eastbourne
2020,1,10.0*,5.8*,1*,60.4,54.6*,eastbourne
2020,2,10.4,5.5,0,124.4,78.9,eastbourne
2020,3,10.3*,5.5*,0*,42.8,181.0,eastbourne
2020,4,15.1,7.5,0,22.0,263.0,eastbourne
2020,5,18.2,10.1,0,0.9,328.9,eastbourne
2020,6,20.2,13.2,0,27.8,235.7,eastbourne
2020,7,21.5,14.2,0,13.8,244.9,eastbourne
2020,8,23.2*,17.0*,0*,39.6,231.6*,eastbourne
2020,9,20.5,12.8,0,45.1,164.1,eastbourne
2020,10,15.0,9.8,0,122.8,80.1,eastbourne
2020,11,13.3,7.6,0,34.2,69.7,eastbourne
2020,12,9.5,4.7,2,153.9,61.0,eastbourne
2021,1,7.3,2.2,7,74.0,29.5,eastbourne
2021,2,8.4,3.9,6,32.2,69.7,eastbourne
2021,3,10.8,4.7,1,15.0,160.3,eastbourne
2021,4,11.0*,3.4*,1*,3.7,234.1*,eastbourne
2021,5,14.3*,8.0*,0*,71.4*,202.4*,eastbourne
2021,6,19.4*,13.7*,0*,93.4*,208.3*,eastbourne
2021,7,20.9*,15.3*,0*,78.7*,231.0*,eastbourne
2021,8,19.7*,14.5*,0*,41.5*,192.5*,eastbourne
2021,9,20.6*,14.3*,0*,53.2*,169.6*,eastbourne
2021,10,16.3*,11.2*,0*,144.8*,99.7*,eastbourne
2021,11,11.8*,6.4*,0*,11.0*,67.7*,eastbourne
2021,12,10.3*,6.7*,0*,80.9*,27.9*,eastbourne
2022,1,9.7,4.4,2,19.8,64.5,eastbourne
2022,2,11.0,5.9,0,42.7,99.2,eastbourne
2022,3,11.8,6.6,0,16.0,185.9,eastbourne
2022,4,14.4,6.8,0,19.8,229.7,eastbourne
2022,5,17.9,10.8,0,47.6,224.8,eastbourne
2022,6,20.2,12.7,0,31.6,268.0,eastbourne
2022,7,24.3,16.0,0,0.2,302.0,eastbourne
2022,8,24.3,16.6,0,34.4,264.6,eastbourne
2022,9,20.3,13.1,0,106.6,168.4,eastbourne
2022,10,18.3,12.8,0,64.9,115.3,eastbourne
2022,11,13.9,9.7,0,206.7,57.9,eastbourne
2022,12,8.2,4.2,9,124.9,38.7,eastbourne
2023,1,9.1*,4.4*,4*,119.6*,62.3*,,eastbourne
2023,2,10.0*,4.3*,2*,7.9*,75.7*,,eastbourne
2023,3,9.8*,5.7*,1*,124.5*,61.1*,,eastbourne
2023,4,12.6*,6.2*,0*,73.3*,153.7*,,eastbourne
2023,5,16.7*,9.3*,0*,19.6*,218.6*,,eastbourne
2023,6,22.4*,14.0*,0*,30.5*,264.8*,,eastbourne
2023,7,20.1*,14.8*,0*,77.4*,202.0*,,eastbourne
2023,8,20.6*,14.7*,0*,77.4*,193.7*,,eastbourne
2023,9,22.6*,15.5*,0*,45.5*,174.7*,,eastbourne
2023,10,17.7*,11.9*,0*,191.1*,119.9*,,eastbourne
2023,11,12.3*,7.3*,0*,174.6*,72.0*,,eastbourne
2023,12,11.2*,6.9*,1*,114.2*,17.8*,,eastbourne
2024,1,8.3*,3.5*,7*,76.8*,75.3*,,eastbourne
2024,2,11.1*,7.1*,0*,187.3*,37.5*,,eastbourne
